,EntryID,Substrate,EnzymeType,PubMedID,Organism,UniprotID,ECNumber,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit
455,12188,NAD+;Retinol,wildtype ADH1B2,15369820.0,Homo sapiens,P00325,1.1.1.1,Km,all-trans-Retinol,2.8e-06,,3.0E-7,M
456,12188,NAD+;Retinol,wildtype ADH1B2,15369820.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.25,,0.0166667,s^(-1)
457,12387,NAD+;Ethanol,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,kcat,,7.83333333,,-,s^(-1)
458,12387,NAD+;Ethanol,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,Km,Ethanol,0.12,,-,M
459,12388,NAD+;1-Pentanol,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,kcat,,8.0,,-,s^(-1)
460,12388,NAD+;1-Pentanol,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,Km,1-Pentanol,9e-05,,-,M
461,12389,NAD+;1-Octanol,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,kcat,,8.33333333,,-,s^(-1)
462,12389,NAD+;1-Octanol,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,Km,1-Octanol,7e-06,,-,M
463,12390,NAD+;Benzyl alcohol,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,kcat,,9.16666667,,-,s^(-1)
464,12390,NAD+;Benzyl alcohol,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,Km,Benzyl alcohol,7e-06,,-,M
465,12391,3-Phenyl-1-propanol;NAD+,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,Km,3-Phenyl-1-propanol,3.2e-05,,-,M
466,12391,3-Phenyl-1-propanol;NAD+,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,kcat,,7.5,,-,s^(-1)
467,12392,4-Hydroxy-3-methoxy-benzenemethanol;NAD+,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,kcat,,8.66666667,,-,s^(-1)
468,12392,4-Hydroxy-3-methoxy-benzenemethanol;NAD+,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,Km,Vanillyl alcohol,3.4e-05,,-,M
469,12393,NAD+;Indole-3-ethanol,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,kcat,,1.83333333,,-,s^(-1)
470,12393,NAD+;Indole-3-ethanol,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,Km,Indole-3-ethanol,0.0002,,-,M
471,12394,NAD+;12-Hydroxydodecanoic acid,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,kcat,,4.0,,-,s^(-1)
472,12394,NAD+;12-Hydroxydodecanoic acid,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,Km,12-Hydroxydodecanoic acid,0.00023,,-,M
473,12395,16-Hydroxyhexadecanoic acid;NAD+,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,kcat,,6.16666667,,-,s^(-1)
474,12395,16-Hydroxyhexadecanoic acid;NAD+,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,Km,16-Hydroxyhexadecanoic acid,6e-05,,-,M
475,12396,2-Propanol;NAD+,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,kcat,,0.75,,-,s^(-1)
476,12396,2-Propanol;NAD+,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,Km,2-Propanol,0.56,,-,M
477,12397,Cyclohexanol;NAD+,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,kcat,,0.583333333,,-,s^(-1)
478,12397,Cyclohexanol;NAD+,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,Km,Cyclohexanol,0.21,,-,M
479,12398,Glycol;NAD+,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,Km,Glycol,0.29,,-,M
480,12398,Glycol;NAD+,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,kcat,,0.75,,-,s^(-1)
481,12399,NAD+;2-Deoxy-D-ribose,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,kcat,,2.83333333,,-,s^(-1)
482,12399,NAD+;2-Deoxy-D-ribose,wildtype class II pi chain,6397223.0,Homo sapiens,P08319,1.1.1.1,Km,2-Deoxy-D-ribose,0.31,,-,M
483,12830,Ethanol;NAD+,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,Km,NAD+,5.3e-05,,-,M
484,12830,Ethanol;NAD+,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,Km,Ethanol,0.0022,,-,M
485,12830,Ethanol;NAD+,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,kcat,,8.33333333,,-,s^(-1)
486,12831,Ethanol;NAD+,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,Km,Ethanol,0.0012,,-,M
487,12831,Ethanol;NAD+,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,Km,NAD+,3.7e-05,,-,M
488,12831,Ethanol;NAD+,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.583333333,,-,s^(-1)
489,12832,NAD+;Ethanol,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,kcat,,2.33333333,,-,s^(-1)
490,12832,NAD+;Ethanol,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,Km,NAD+,4e-05,,-,M
491,12832,NAD+;Ethanol,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,Km,Ethanol,0.0011,,-,M
492,12833,1-Propanol;NAD+,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,Km,1-Propanol,0.00044,,-,M
493,12833,1-Propanol;NAD+,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,kcat,,4.83333333,,-,s^(-1)
494,12834,1-Propanol;NAD+,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.633333333,,-,s^(-1)
495,12834,1-Propanol;NAD+,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,Km,1-Propanol,0.00072,,-,M
496,12835,1-Propanol;NAD+,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,kcat,,8.66666667,,-,s^(-1)
497,12835,1-Propanol;NAD+,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,Km,1-Propanol,0.00098,,-,M
498,12836,NAD+;1-Butanol,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,Km,1-Butanol,0.00029,,-,M
499,12836,NAD+;1-Butanol,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,kcat,,4.83333333,,-,s^(-1)
500,12837,1-Butanol;NAD+,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.55,,-,s^(-1)
501,12837,1-Butanol;NAD+,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,Km,1-Butanol,0.00021,,-,M
502,12838,NAD+;1-Butanol,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,Km,1-Butanol,0.00016,,-,M
503,12838,NAD+;1-Butanol,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,kcat,,5.83333333,,-,s^(-1)
504,12839,1-Butanol;NAD+,wildtype isoenzyme ADH5,2226453.0,Homo sapiens,P11766,1.1.1.1,kcat,,2.5,,-,s^(-1)
505,12839,1-Butanol;NAD+,wildtype isoenzyme ADH5,2226453.0,Homo sapiens,P11766,1.1.1.1,Km,1-Butanol,,,-,-
506,12840,NAD+;1-Pentanol,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,Km,1-Pentanol,0.00024,,-,M
507,12840,NAD+;1-Pentanol,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,kcat,,6.33333333,,-,s^(-1)
508,12841,NAD+;1-Pentanol,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,Km,1-Pentanol,0.00015,,-,M
509,12841,NAD+;1-Pentanol,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.633333333,,-,s^(-1)
510,12842,1-Pentanol;NAD+,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,kcat,,6.16666667,,-,s^(-1)
511,12842,1-Pentanol;NAD+,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,Km,1-Pentanol,0.00016,,-,M
512,12843,1-Pentanol;NAD+,wildtype isoenzyme ADH5,2226453.0,Homo sapiens,P11766,1.1.1.1,Km,1-Pentanol,0.022,,-,M
513,12843,1-Pentanol;NAD+,wildtype isoenzyme ADH5,2226453.0,Homo sapiens,P11766,1.1.1.1,kcat,,4.0,,-,s^(-1)
514,12844,NAD+;1-Hexanol,wildtype isoenzyme ADH5,2226453.0,Homo sapiens,P11766,1.1.1.1,kcat,,2.16666667,,-,s^(-1)
515,12844,NAD+;1-Hexanol,wildtype isoenzyme ADH5,2226453.0,Homo sapiens,P11766,1.1.1.1,Km,1-Hexanol,0.0082,,-,M
516,12845,NAD+;1-Hexanol,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,Km,1-Hexanol,5.7e-05,,-,M
517,12845,NAD+;1-Hexanol,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.6,,-,s^(-1)
518,12846,NAD+;1-Hexanol,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,Km,1-Hexanol,5e-05,,-,M
519,12846,NAD+;1-Hexanol,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,kcat,,5.16666667,,-,s^(-1)
520,12847,NAD+;1-Hexanol,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,Km,1-Hexanol,0.00013,,-,M
521,12847,NAD+;1-Hexanol,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,kcat,,5.5,,-,s^(-1)
522,12848,NAD+;1-Octanol,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,Km,1-Octanol,2.7e-05,,-,M
523,12848,NAD+;1-Octanol,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,kcat,,4.33333333,,-,s^(-1)
524,12849,NAD+;1-Octanol,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.416666667,,-,s^(-1)
525,12849,NAD+;1-Octanol,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,Km,1-Octanol,1.3e-05,,-,M
526,12850,1-Octanol;NAD+,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,Km,1-Octanol,1e-05,,-,M
527,12850,1-Octanol;NAD+,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,kcat,,2.66666667,,-,s^(-1)
528,12851,1-Octanol;NAD+,wildtype isoenzyme ADH5,2226453.0,Homo sapiens,P11766,1.1.1.1,kcat,,3.66666667,,-,s^(-1)
529,12851,1-Octanol;NAD+,wildtype isoenzyme ADH5,2226453.0,Homo sapiens,P11766,1.1.1.1,Km,1-Octanol,0.0012,,-,M
530,12852,Cyclohexanol;NAD+,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,kcat,,2.16666667,,-,s^(-1)
531,12852,Cyclohexanol;NAD+,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,Km,Cyclohexanol,4.2e-05,,-,M
532,12853,NAD+;Cyclohexanol,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,Km,Cyclohexanol,0.0145,,-,M
533,12853,NAD+;Cyclohexanol,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.233333333,,-,s^(-1)
534,12854,Cyclohexanol;NAD+,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,Km,Cyclohexanol,0.0061,,-,M
535,12854,Cyclohexanol;NAD+,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,kcat,,13.6666667,,-,s^(-1)
536,12855,NAD+;12-Hydroxydodecanoic acid,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,kcat,,1.83333333,,-,s^(-1)
537,12855,NAD+;12-Hydroxydodecanoic acid,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,Km,12-Hydroxydodecanoic acid,0.00027,,-,M
538,12856,NAD+;12-Hydroxydodecanoic acid,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,Km,12-Hydroxydodecanoic acid,8.5e-05,,-,M
539,12856,NAD+;12-Hydroxydodecanoic acid,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.466666667,,-,s^(-1)
540,12857,12-Hydroxydodecanoic acid;NAD+,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,kcat,,2.66666667,,-,s^(-1)
541,12857,12-Hydroxydodecanoic acid;NAD+,wildtype isoenzyme ADH1C,2226453.0,Homo sapiens,P00326,1.1.1.1,Km,12-Hydroxydodecanoic acid,6.6e-05,,-,M
542,12858,NAD+;12-Hydroxydodecanoic acid,wildtype isoenzyme ADH5,2226453.0,Homo sapiens,P11766,1.1.1.1,kcat,,2.83333333,,-,s^(-1)
543,12858,NAD+;12-Hydroxydodecanoic acid,wildtype isoenzyme ADH5,2226453.0,Homo sapiens,P11766,1.1.1.1,Km,12-Hydroxydodecanoic acid,6e-05,,-,M
544,12859,16-Hydroxyhexadecanoic acid;NAD+,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,Km,16-Hydroxyhexadecanoic acid,1.8e-05,,-,M
545,12859,16-Hydroxyhexadecanoic acid;NAD+,wildtype isoenzyme ADH1E,2226453.0,Equus caballus,P00327,1.1.1.1,kcat,,1.66666667,,-,s^(-1)
546,12860,NAD+;16-Hydroxyhexadecanoic acid,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.3,,-,s^(-1)
547,12860,NAD+;16-Hydroxyhexadecanoic acid,wildtype isoenzyme ADH1B,2226453.0,Homo sapiens,P00325,1.1.1.1,Km,16-Hydroxyhexadecanoic acid,2.4e-05,,-,M
548,12861,NAD+;Ethanol,wildtype isoenzyme ADH5,2226453.0,Homo sapiens,P11766,1.1.1.1,Km,NAD+,7e-05,,-,M
549,13163,NAD+;Ethanol,wildtype isozyme class I beta1/beta1,6342669.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.166666667,,-,s^(-1)
550,13163,NAD+;Ethanol,wildtype isozyme class I beta1/beta1,6342669.0,Homo sapiens,P00325,1.1.1.1,Km,Ethanol,0.0012,,-,M
551,13164,Ethanol;NAD+,wildtype isozyme class I gamma1/gamma1,6342669.0,Homo sapiens,P00326,1.1.1.1,kcat,,3.83333333,,-,s^(-1)
552,13164,Ethanol;NAD+,wildtype isozyme class I gamma1/gamma1,6342669.0,Homo sapiens,P00326,1.1.1.1,Km,Ethanol,0.002,,-,M
553,13165,NAD+;Methanol,wildtype isozyme class I gamma1/gamma1,6342669.0,Homo sapiens,P00326,1.1.1.1,kcat,,0.366666667,,-,s^(-1)
554,13165,NAD+;Methanol,wildtype isozyme class I gamma1/gamma1,6342669.0,Homo sapiens,P00326,1.1.1.1,Km,Methanol,0.074,,-,M
555,13166,NAD+;Methanol,wildtype isozyme class I beta1/beta1,6342669.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.133333333,,-,s^(-1)
556,13166,NAD+;Methanol,wildtype isozyme class I beta1/beta1,6342669.0,Homo sapiens,P00325,1.1.1.1,Km,Methanol,0.006,,-,M
557,13167,Glycol;NAD+,wildtype isozyme class I beta1/beta1,6342669.0,Homo sapiens,P00325,1.1.1.1,Km,Ethylene glycol,0.013,,-,M
558,13167,Glycol;NAD+,wildtype isozyme class I beta1/beta1,6342669.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.116666667,,-,s^(-1)
559,13168,Glycol;NAD+,wildtype isozyme class I gamma1/gamma1,6342669.0,Homo sapiens,P00326,1.1.1.1,kcat,,1.41666667,,-,s^(-1)
560,13168,Glycol;NAD+,wildtype isozyme class I gamma1/gamma1,6342669.0,Homo sapiens,P00326,1.1.1.1,Km,Ethylene glycol,0.057,,-,M
561,13169,NAD+;Benzyl alcohol,wildtype isozyme class I gamma1/gamma1,6342669.0,Homo sapiens,P00326,1.1.1.1,Km,Benzyl alcohol,7e-06,,-,M
562,13169,NAD+;Benzyl alcohol,wildtype isozyme class I gamma1/gamma1,6342669.0,Homo sapiens,P00326,1.1.1.1,kcat,,2.11666667,,-,s^(-1)
563,13170,Benzyl alcohol;NAD+,wildtype isozyme class I beta1/beta1,6342669.0,Homo sapiens,P00325,1.1.1.1,Km,Benzyl alcohol,0.00012,,-,M
564,13170,Benzyl alcohol;NAD+,wildtype isozyme class I beta1/beta1,6342669.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.183333333,,-,s^(-1)
565,13171,NAD+;16-Hydroxyhexadecanoic acid,wildtype isozyme class I beta1/beta1,6342669.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.166666667,,-,s^(-1)
566,13171,NAD+;16-Hydroxyhexadecanoic acid,wildtype isozyme class I beta1/beta1,6342669.0,Homo sapiens,P00325,1.1.1.1,Km,16-Hydroxyhexadecanoic acid,1.2e-05,,-,M
567,13172,16-Hydroxyhexadecanoic acid;NAD+,wildtype isozyme class I gamma1/gamma1,6342669.0,Homo sapiens,P00326,1.1.1.1,kcat,,3.46666667,,-,s^(-1)
568,13172,16-Hydroxyhexadecanoic acid;NAD+,wildtype isozyme class I gamma1/gamma1,6342669.0,Homo sapiens,P00326,1.1.1.1,Km,16-Hydroxyhexadecanoic acid,2.6e-05,,-,M
569,13173,Cyclohexanol;NAD+,wildtype isozyme class I gamma1/gamma1,6342669.0,Homo sapiens,P00326,1.1.1.1,kcat,,1.46666667,,-,s^(-1)
570,13173,Cyclohexanol;NAD+,wildtype isozyme class I gamma1/gamma1,6342669.0,Homo sapiens,P00326,1.1.1.1,Km,Cyclohexanol,8e-06,,-,M
571,13174,Cyclohexanol;NAD+,wildtype isozyme class I beta1/beta1,6342669.0,Homo sapiens,P00325,1.1.1.1,Km,Cyclohexanol,0.023,,-,M
572,13174,Cyclohexanol;NAD+,wildtype isozyme class I beta1/beta1,6342669.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.133333333,,-,s^(-1)
573,13175,Cyclohexanol;NAD+,wildtype isozyme class I beta1/gamma1,6342669.0,Homo sapiens,P00325 P00326 P00325,1.1.1.1,Km,Cyclohexanol,4.1e-05,,-,M
574,13175,Cyclohexanol;NAD+,wildtype isozyme class I beta1/gamma1,6342669.0,Homo sapiens,P00325 P00326 P00325,1.1.1.1,kcat,,0.683333333,,-,s^(-1)
575,13176,Cyclohexanol;NAD+,wildtype isozyme class I beta1/gamma2,6342669.0,Homo sapiens,P00325 P00326 P00326,1.1.1.1,Km,Cyclohexanol,0.00015,,-,M
576,13176,Cyclohexanol;NAD+,wildtype isozyme class I beta1/gamma2,6342669.0,Homo sapiens,P00325 P00326 P00326,1.1.1.1,kcat,,1.03333333,,-,s^(-1)
577,13177,NAD+;Cyclohexanol,wildtype isozyme class I alpha/beta1,6342669.0,Homo sapiens,P07327 P00325 P07327,1.1.1.1,Km,Cyclohexanol,5e-06,,-,M
578,13177,NAD+;Cyclohexanol,wildtype isozyme class I alpha/beta1,6342669.0,Homo sapiens,P07327 P00325 P07327,1.1.1.1,kcat,,2.33333333,,-,s^(-1)
579,13178,Cyclohexanol;NAD+,wildtype isozyme class I alpha/gamma1,6342669.0,Homo sapiens,P07327 P00326 P00326,1.1.1.1,Km,Cyclohexanol,8e-06,,-,M
580,13178,Cyclohexanol;NAD+,wildtype isozyme class I alpha/gamma1,6342669.0,Homo sapiens,P07327 P00326 P00326,1.1.1.1,kcat,,3.0,,-,s^(-1)
581,13179,Cyclohexanol;NAD+,wildtype isozyme class I gamma2/gamma2,6342669.0,Homo sapiens,P00326,1.1.1.1,kcat,,0.5,,-,s^(-1)
582,13179,Cyclohexanol;NAD+,wildtype isozyme class I gamma2/gamma2,6342669.0,Homo sapiens,P00326,1.1.1.1,Km,Cyclohexanol,2.4e-05,,-,M
583,13180,NAD+;Cyclohexanol,wildtype isozyme class I alpha/gamma2,6342669.0,Homo sapiens,P07327 P00326 P00326,1.1.1.1,Km,Cyclohexanol,6e-06,,-,M
584,13180,NAD+;Cyclohexanol,wildtype isozyme class I alpha/gamma2,6342669.0,Homo sapiens,P07327 P00326 P00326,1.1.1.1,kcat,,1.96666667,,-,s^(-1)
585,13181,NAD+;16-Hydroxyhexadecanoic acid,wildtype isozyme class I beta1/gamma1,6342669.0,Homo sapiens,P00325 P00326 P00326,1.1.1.1,Km,16-Hydroxyhexadecanoic acid,1.3e-05,,-,M
586,13181,NAD+;16-Hydroxyhexadecanoic acid,wildtype isozyme class I beta1/gamma1,6342669.0,Homo sapiens,P00325 P00326 P00326,1.1.1.1,kcat,,1.2,,-,s^(-1)
587,13182,NAD+;16-Hydroxyhexadecanoic acid,wildtype isozyme class I beta1/gamma2,6342669.0,Homo sapiens,P00325 P00326 P00325,1.1.1.1,kcat,,1.03333333,,-,s^(-1)
588,13182,NAD+;16-Hydroxyhexadecanoic acid,wildtype isozyme class I beta1/gamma2,6342669.0,Homo sapiens,P00325 P00326 P00325,1.1.1.1,Km,16-Hydroxyhexadecanoic acid,7e-06,,-,M
589,13183,16-Hydroxyhexadecanoic acid;NAD+,wildtype isozyme class I alpha/beta1,6342669.0,Homo sapiens,P07327 P00325 P07327,1.1.1.1,Km,16-Hydroxyhexadecanoic acid,9e-06,,-,M
590,13183,16-Hydroxyhexadecanoic acid;NAD+,wildtype isozyme class I alpha/beta1,6342669.0,Homo sapiens,P07327 P00325 P07327,1.1.1.1,kcat,,1.66666667,,-,s^(-1)
591,13184,NAD+;16-Hydroxyhexadecanoic acid,wildtype isozyme class I alpha/gamma1,6342669.0,Homo sapiens,P07327 P00326 P07327,1.1.1.1,Km,16-Hydroxyhexadecanoic acid,1e-05,,-,M
592,13184,NAD+;16-Hydroxyhexadecanoic acid,wildtype isozyme class I alpha/gamma1,6342669.0,Homo sapiens,P07327 P00326 P07327,1.1.1.1,kcat,,2.0,,-,s^(-1)
593,13185,Benzyl alcohol;NAD+,wildtype isozyme class I beta1/gamma1,6342669.0,Homo sapiens,P00325 P00326 P00326,1.1.1.1,Km,Benzyl alcohol,2.6e-05,,-,M
594,13185,Benzyl alcohol;NAD+,wildtype isozyme class I beta1/gamma1,6342669.0,Homo sapiens,P00325 P00326 P00326,1.1.1.1,kcat,,1.91666667,,-,s^(-1)
595,13186,NAD+;Benzyl alcohol,wildtype isozyme class I beta1/gamma2,6342669.0,Homo sapiens,P00325 P00326 P00326,1.1.1.1,Km,Benzyl alcohol,1.1e-05,,-,M
596,13186,NAD+;Benzyl alcohol,wildtype isozyme class I beta1/gamma2,6342669.0,Homo sapiens,P00325 P00326 P00326,1.1.1.1,kcat,,0.966666667,,-,s^(-1)
597,13187,Benzyl alcohol;NAD+,wildtype isozyme class I alpha/beta1,6342669.0,Homo sapiens,P07327 P00325 P00325,1.1.1.1,kcat,,2.83333333,,-,s^(-1)
598,13187,Benzyl alcohol;NAD+,wildtype isozyme class I alpha/beta1,6342669.0,Homo sapiens,P07327 P00325 P00325,1.1.1.1,Km,Benzyl alcohol,4e-06,,-,M
599,13188,Benzyl alcohol;NAD+,wildtype isozyme class I alpha/gamma1,6342669.0,Homo sapiens,P07327 P00326 P00326,1.1.1.1,Km,Benzyl alcohol,1.2e-05,,-,M
600,13188,Benzyl alcohol;NAD+,wildtype isozyme class I alpha/gamma1,6342669.0,Homo sapiens,P07327 P00326 P00326,1.1.1.1,kcat,,4.66666667,,-,s^(-1)
601,13189,NAD+;Benzyl alcohol,wildtype isozyme class I alpha/gamma2,6342669.0,Homo sapiens,P07327 P00326 P07327,1.1.1.1,kcat,,2.03333333,,-,s^(-1)
602,13189,NAD+;Benzyl alcohol,wildtype isozyme class I alpha/gamma2,6342669.0,Homo sapiens,P07327 P00326 P07327,1.1.1.1,Km,Benzyl alcohol,4e-06,,-,M
603,13190,NAD+;Benzyl alcohol,wildtype isozyme class I gamma2/gamma2,6342669.0,Homo sapiens,P00326,1.1.1.1,kcat,,0.833333333,,-,s^(-1)
604,13190,NAD+;Benzyl alcohol,wildtype isozyme class I gamma2/gamma2,6342669.0,Homo sapiens,P00326,1.1.1.1,Km,Benzyl alcohol,8e-06,,-,M
605,13191,NAD+;Glycol,wildtype isozyme class I beta1/gamma1,6342669.0,Homo sapiens,P00325 P00326 P00325,1.1.1.1,Km,Ethylene glycol,0.22,,-,M
606,13191,NAD+;Glycol,wildtype isozyme class I beta1/gamma1,6342669.0,Homo sapiens,P00325 P00326 P00325,1.1.1.1,kcat,,0.833333333,,-,s^(-1)
607,13192,NAD+;Glycol,wildtype isozyme class I beta1/gamma2,6342669.0,Homo sapiens,P00325 P00326 P00325,1.1.1.1,kcat,,0.916666667,,-,s^(-1)
608,13192,NAD+;Glycol,wildtype isozyme class I beta1/gamma2,6342669.0,Homo sapiens,P00325 P00326 P00325,1.1.1.1,Km,Ethylene glycol,0.036,,-,M
609,13193,NAD+;Glycol,wildtype isozyme class I alpha/beta1,6342669.0,Homo sapiens,P07327 P00325 P00325,1.1.1.1,Km,Ethylene glycol,0.047,,-,M
610,13193,NAD+;Glycol,wildtype isozyme class I alpha/beta1,6342669.0,Homo sapiens,P07327 P00325 P00325,1.1.1.1,kcat,,0.833333333,,-,s^(-1)
611,13194,NAD+;Glycol,wildtype isozyme class I alpha/gamma1,6342669.0,Homo sapiens,P07327 P00326 P00326,1.1.1.1,Km,Ethylene glycol,0.05,,-,M
612,13194,NAD+;Glycol,wildtype isozyme class I alpha/gamma1,6342669.0,Homo sapiens,P07327 P00326 P00326,1.1.1.1,kcat,,1.2,,-,s^(-1)
613,13195,NAD+;Glycol,wildtype isozyme class I gamma2/gamma2,6342669.0,Homo sapiens,P00326,1.1.1.1,kcat,,1.1,,-,s^(-1)
614,13195,NAD+;Glycol,wildtype isozyme class I gamma2/gamma2,6342669.0,Homo sapiens,P00326,1.1.1.1,Km,Ethylene glycol,0.032,,-,M
615,13196,Methanol;NAD+,wildtype isozyme class I beta1/gamma1,6342669.0,Homo sapiens,P00325 P00326 P00326,1.1.1.1,kcat,,0.2,,-,s^(-1)
616,13196,Methanol;NAD+,wildtype isozyme class I beta1/gamma1,6342669.0,Homo sapiens,P00325 P00326 P00326,1.1.1.1,Km,Methanol,0.021,,-,M
