,biology,posterior_mean,q_0.01,q_0.5,q_0.99
665,Escherichia coli|2.6.1.62|P12995|7-Amino-8-oxononanoate,-0.3436425463053125,-3.8234882,-0.2277035,2.300978799999994
666,Escherichia coli|2.6.1.62|P12995|8-Amino-7-oxononanoate,-5.76140775659375,-8.202345300000001,-6.0621100000000006,-0.7106487500000095
667,Escherichia coli|2.6.1.62|P12995|Pyridoxal 5'-phosphate,2.3831862278125,-2.2246089000000002,2.67685,4.8240349999999985
668,Escherichia coli|2.6.1.62|P12995|Pyridoxamine 5'-phosphate,1.89649070509375,-3.2692536,2.25862,4.380799099999996
669,Escherichia coli|2.6.1.62|P12995|S-Adenosyl-4-methylthio-2-oxobutanoate,-1.689103103788375,-4.8126337,-1.655135,1.0858224999999944
670,Escherichia coli|2.7.1.105||ATP,-1.66018490096875,-3.5580496,-1.651675,0.35325467999999766
671,Escherichia coli|2.7.1.105||D-Fructose 6-phosphate,-1.3781204929093753,-3.0609863,-1.3725450000000001,0.12905711999999972
672,"Escherichia coli|2.7.1.107|P0ABN1|1,2-Dipalmitoyl glycerol",-2.6789975835625,-5.1782016,-2.69517,0.06716968499999845
673,Escherichia coli|2.7.1.107|P0ABN1|ATP,-0.7092886186809375,-3.0174651999999997,-0.620499,1.1174765999999972
674,Escherichia coli|2.7.1.107|P0ABN1|Ceramide,-1.5900332869159377,-4.7366171,-1.5239449999999999,1.1053431999999794
675,Escherichia coli|2.7.1.11|P06999|ATP,-1.92437138421875,-3.5730030999999998,-1.955665,-0.08473022000000077
676,Escherichia coli|2.7.1.11|P06999|CTP,-1.2346007992828123,-3.3292791999999998,-1.28361,1.1043044
677,Escherichia coli|2.7.1.11|P06999|D-Fructose 6-phosphate,-2.671651309,-4.2749661,-2.7403950000000004,-0.5040833600000072
678,Escherichia coli|2.7.1.11|P06999|GTP,-1.4783256179406252,-3.6800577000000003,-1.4725549999999998,0.58230228
679,Escherichia coli|2.7.1.11|P06999|ITP,-1.6888839270624998,-3.6746716,-1.63531,0.05284689299999958
680,Escherichia coli|2.7.1.11|P06999|UTP,-0.5892008242718749,-2.7391582999999997,-0.5785655000000001,1.4968519999999939
681,Escherichia coli|2.7.1.11|P0A796|ATP,-1.8021177394374999,-3.0562667,-1.8442150000000002,-0.2461866700000005
682,Escherichia coli|2.7.1.11|P0A796|CTP,-0.5680856502246876,-3.4614648000000003,-0.476179,1.5855385999999998
683,Escherichia coli|2.7.1.11|P0A796|D-Fructose 6-phosphate,-1.5881299837106249,-3.1538965,-1.62216,0.24835516999999577
684,Escherichia coli|2.7.1.11|P0A796|GTP,-1.538209955825,-3.773201,-1.5273949999999998,0.4872006499999829
685,Escherichia coli|2.7.1.11|P0A796|ITP,-1.97767341335625,-3.8721752,-1.953555,-0.1253342200000022
686,Escherichia coli|2.7.1.11|P0A796|UTP,-0.33852759442320624,-2.7838414,-0.2883945,1.5636962999999986
687,Escherichia coli|2.7.1.121||DhaL,-6.523542088321874,-9.643433799999999,-7.1743749999999995,-0.1789151900000114
688,Escherichia coli|2.7.1.121||DhaM,-5.786349234706251,-11.577558999999999,-5.712664999999999,1.3104937999999957
689,Escherichia coli|2.7.1.121||Glyceraldehyde,-2.2813426657500004,-4.7016606,-2.2655450000000004,-0.08257248200000106
690,Escherichia coli|2.7.1.197|P00550|D-Mannitol,-2.258896395375,-4.9522444000000005,-2.38253,1.4134495999999976
691,"Escherichia coli|2.7.1.201|P36672|alpha,alpha-Trehalose",-3.8040012793593747,-6.1701581,-3.909285,-0.26347817000000573
692,Escherichia coli|2.7.1.23|P0A7B3|ATP,0.31032618778846877,-2.9110967,0.45392699999999997,2.684924399999995
693,Escherichia coli|2.7.1.23|P0A7B3|NAD+,0.092078916603125,-3.8036401,0.246744,2.4150053999999903
694,Escherichia coli|2.7.1.33|P0A6I3|(R)-Pantothenate,-2.724296629771875,-5.5169065999999995,-3.002005,1.2985947999999992
695,Escherichia coli|2.7.1.33|P0A6I3|ATP,-0.6558276752884374,-3.0434878999999997,-0.5561214999999999,1.197390199999999
696,Escherichia coli|2.7.1.33||(R)-Pantothenate,-2.0540791896796873,-4.874382600000001,-2.154265,0.9215287399999907
697,Escherichia coli|2.7.1.33||N-Pentylpantothenamide,-3.6724441612249996,-6.3691874,-3.78884,0.2411408399999916
698,Escherichia coli|2.7.1.40|P0AD61|ADP,-1.2923780238749998,-2.50781,-1.303805,-0.05013235300000186
699,Escherichia coli|2.7.1.40|P0AD61|CDP,1.548882031196875,-0.9384932699999999,1.60221,3.4659248999999996
700,"Escherichia coli|2.7.1.40|P0AD61|Fructose 1,6-diphosphate",-4.32230684728125,-6.7393396,-4.43749,-0.6821842800000003
701,Escherichia coli|2.7.1.40|P0AD61|GDP,-2.24607508359375,-4.341707100000001,-2.361815,0.7449745999999994
702,Escherichia coli|2.7.1.40|P0AD61|IDP,-1.4177752909284373,-3.4533277,-1.48122,0.9535252499999971
703,Escherichia coli|2.7.1.40|P0AD61|Mg2+,-1.1445354221015627,-3.2400326,-1.127245,0.6851024599999963
704,Escherichia coli|2.7.1.40|P0AD61|Mn2+,-3.4465082548125,-5.7834915,-3.43966,-1.295031000000005
705,Escherichia coli|2.7.1.40|P0AD61|Phosphoenolpyruvate,-2.7031738840624997,-4.1613042,-2.704645,-1.141697400000002
706,Escherichia coli|2.7.1.40|P0AD61|UDP,-1.023472196629375,-3.87622,-0.9874075,1.5924726999999919
707,Escherichia coli|2.7.1.5||ATP,-2.014863395625,-4.2374709,-2.06509,0.6516773999999991
708,Escherichia coli|2.7.1.5||L-Rhamnulose,-5.789651585671875,-8.584274200000001,-6.20618,-0.3493579600000062
709,Escherichia coli|2.7.1.5||Mg2+,-1.3580583803796875,-3.8346592,-1.350695,1.1721887999999967
710,Escherichia coli|2.7.1.6||D-Galactose,-0.2842662078925,-2.186328,-0.30401500000000004,1.6069026999999996
711,Escherichia coli|2.7.2.1|P0A6A3|ADP,-1.1147154651234377,-3.9481007999999997,-1.070595,1.2156561999999846
712,Escherichia coli|2.7.2.1|P0A6A3|ATP,-2.149585509525,-4.1610095,-2.2163000000000004,0.8910670599999977
713,Escherichia coli|2.7.2.1|P0A6A3|Acetate,-1.6335776503812502,-4.4254601,-2.062395,4.057346599999994
714,Escherichia coli|2.7.2.1|P0A6A3|Acetyl phosphate,-5.695971619221876,-9.148109,-6.16847,0.6329666699999941
715,Escherichia coli|2.7.2.1|P0A6A3|GTP,-2.6531301931968745,-5.358844599999999,-2.68762,0.5774513399999991
716,Escherichia coli|2.7.2.1|P0A6A3|ITP,-2.6804716459093756,-4.9617696,-2.71142,0.06992402399999749
717,Escherichia coli|2.7.2.11|P0A7B5|ATP,0.505971335715625,-3.0453891,0.666744,2.9272515999999964
718,Escherichia coli|2.7.2.2|P37306|ATP,0.7059364618778124,-3.0275055,0.8946535,2.9349738
719,Escherichia coli|2.7.2.2|P37306|Carbamate,2.8276844263365626,-4.3276677,3.485965,6.167958499999992
720,Escherichia coli|2.7.2.3|P0A799|ATP,-1.2124783041465625,-2.7736704,-1.224545,0.4811400799999997
721,Escherichia coli|2.7.2.4|P00561|L-Aspartate,-0.566259999998125,-2.4458528,-0.5664035000000001,1.1301212999999988
722,Escherichia coli|2.7.2.4|P08660|L-Aspartate,-0.6468776466874999,-2.3890835999999998,-0.6414234999999999,1.1929916
723,Escherichia coli|2.7.2.4||L-Aspartate,-0.6486750907812501,-2.1093925000000002,-0.646163,0.8101978499999944
724,Escherichia coli|2.7.4.22|P0A7E9|5-Fluoro-UMP,-2.2030419455187498,-5.1194241,-2.208845,0.771064939999996
725,Escherichia coli|2.7.4.22|P0A7E9|6-Azauridine 5'-phosphate,-0.6729024959521875,-4.6212533,-0.565848,2.1470937999999964
726,Escherichia coli|2.7.4.22|P0A7E9|UMP,-2.863122174,-5.382652,-2.897955,0.06884732299999811
727,Escherichia coli|2.7.4.3|P69441|ADP,-2.17038512096875,-3.5265103,-2.1804300000000003,-0.5464455300000023
728,Escherichia coli|2.7.4.3|P69441|AMP,-2.9560751565625,-4.1501215,-3.0002250000000004,-1.4226922000000064
729,Escherichia coli|2.7.4.3|P69441|ATP,-2.5616551628125,-3.8396883,-2.6064749999999997,-0.9268351900000011
730,"Escherichia coli|2.7.6.3|P26281|2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine",-5.598838010125,-8.1070811,-5.90269,-0.6151979300000016
731,Escherichia coli|2.7.6.3|P26281|ATP,-3.4552498890781247,-5.640127799999999,-3.6109299999999998,-0.07457221500000231
732,Escherichia coli|2.7.7.12|P09148|D-Glucose 1-phosphate,-1.1385676168003125,-4.550891699999999,-1.026675,1.4189690999999982
733,Escherichia coli|2.7.7.12|P09148|UDP-D-galactose,-2.2050182626187502,-5.0157796,-2.16441,0.41127686999999824
734,Escherichia coli|2.7.7.12|P09148|UDP-D-glucose,-1.7220671262843752,-4.0414652,-1.71216,0.25014689999999445
735,Escherichia coli|2.7.7.12|P09148|UDPgalactose,-1.40386238085,-4.4871123,-1.353275,1.1229810999999916
736,Escherichia coli|2.7.7.12|P09148|UDPglucose,-1.2203378399343752,-4.1579656,-1.14105,1.260016199999994
737,Escherichia coli|2.7.7.12|P09148|alpha-D-Galactose 1-phosphate,-0.7079709910312499,-2.5057576,-0.7086524999999999,1.0079366999999988
738,Escherichia coli|2.7.7.12|P09148|alpha-D-Glucose 1-phosphate,-1.8674215777896876,-4.023894,-1.8656899999999998,0.37592076999999685
739,Escherichia coli|2.7.7.12|P09148|alpha-D-Glucose-1-phosphate,-1.902380689709375,-4.717293499999999,-1.89269,1.0175362999999953
740,Escherichia coli|2.7.7.7|P00582|DNAn+1,-3.5296457084374997,-6.115460399999999,-3.615485,-0.26899095000001566
741,Escherichia coli|2.7.7.7||dATP,-0.1079861745975,-1.9627658,-0.108751,1.6706042999999946
742,Escherichia coli|2.7.7.7||dCTP,-0.6697367992687501,-9.026275,-0.053198999999999996,4.499917599999999
743,Escherichia coli|2.7.7.7||dGTP,-0.0096899821203125,-2.0578415,0.01549105,1.8796929999999996
744,Escherichia coli|2.7.7.7||dTTP,-0.6806316329059375,-4.3259115999999995,-0.5858175000000001,2.4203013999999974
745,Escherichia coli|2.7.7.9|P0AEP3|D-Glucose 1-phosphate,-3.7515020900000002,-5.3630149000000005,-3.8441,-1.5017911000000077
746,Escherichia coli|2.7.7.9|P0AEP3|UTP,-2.7679799246875003,-4.5307053,-2.75052,-1.0840074
747,Escherichia coli|2.7.7.9|P0AEP3|dTTP,0.1998560080675,-3.2515424,0.3396855,2.5722772999999863
748,Escherichia coli|2.7.7.9||D-Glucose 1-phosphate,-3.0922815812500004,-4.1205934,-3.088915,-1.9793498000000007
749,Escherichia coli|2.7.7.9||Diphosphate,-2.03415494128125,-3.3950895,-2.0243349999999998,-0.7029402600000002
750,Escherichia coli|2.7.7.9||UDPglucose,-2.5577721640625004,-3.7679516,-2.5457650000000003,-1.374742300000004
751,Escherichia coli|2.7.7.9||UTP,-2.8961197431250003,-3.9050144,-2.9177299999999997,-1.6736169000000019
752,"Escherichia coli|2.7.8.5|P0ABF8|CDP-1,2-diacylglycerol",-3.08898512440625,-5.4888166,-3.12874,-0.2409801100000073
753,Escherichia coli|2.7.8.5|P0ABF8|sn-Glycerol 3-phosphate,-1.093393757671875,-3.8685888999999998,-1.11746,1.6963537999999772
754,Escherichia coli|2.7.9.2|P23538|ATP,-3.146045766690625,-5.367877,-3.2604800000000003,0.26724238999999955
755,Escherichia coli|2.7.9.2|P23538|Mg2+,-1.0303629614156251,-4.0240826,-0.9741854999999999,1.342585299999995
756,Escherichia coli|2.7.9.2|P23538|Mn2+,-3.51745465103125,-5.9553766999999995,-3.598195,-0.4590022600000045
757,Escherichia coli|2.7.9.2|P23538|Phosphate,1.7141041594937498,-2.1150371999999997,1.85846,4.035587099999994
758,Escherichia coli|2.7.9.2|P23538|Phosphoenolpyruvate,-3.6805872788749996,-6.1164038,-3.7624950000000004,-0.3941497200000083
759,Escherichia coli|2.7.9.2|P23538|Pyruvate,-2.1940133332843748,-4.6887074,-2.27382,0.7143698599999968
760,Escherichia coli|2.8.3.8||Acetoacetyl-CoA,-4.651096219018751,-7.3425381,-4.748075,-1.2757234000000002
761,Escherichia coli|3.1.26.5||tRNA precursor,-7.450206818437499,-10.597892,-7.522265,-3.5210251000000055
762,Escherichia coli|3.1.3.1|P00634|4-Nitrophenyl phosphate,-3.9066299446875004,-5.7413646,-3.936045,-1.772616800000002
763,"Escherichia coli|3.1.3.11|P0A993|D-Fructose 1,6-bisphosphate",-4.6790760549375,-6.7273525,-4.796615,-1.7950999000000023
764,Escherichia coli|3.1.3.25|P0ADG4|myo-Inositol 1-phosphate,-2.4214097027499997,-4.4836609,-2.447075,0.09639115199998918
765,Escherichia coli|3.1.3.3|P0AGB0|L-Serine,-1.4057447067843751,-3.7304896999999997,-1.52139,1.9820881999999889
766,Escherichia coli|3.1.3.3|P0AGB0|O-Phospho-L-serine,-4.042078723804062,-7.4055057,-4.254815,0.5271467799999963
767,Escherichia coli|3.1.3.45|A0A140N5J7|3-Deoxy-D-manno-octulosonate 8-phosphate,-2.3483260248062496,-5.293088099999999,-2.355435,0.5716907199999928
768,Escherichia coli|3.1.3.5|P07024|4-Nitrophenyl phosphate,1.38062036626875,-0.69683769,1.402015,3.2442422999999985
769,Escherichia coli|3.1.3.5|P07024|AMP,-2.359365657303125,-4.060165499999999,-2.393605,-0.3575668600000109
770,Escherichia coli|3.1.3.5|P0A840|4-Nitrophenyl phosphate,1.07503661823375,-0.7435687,1.0561500000000001,3.001847499999999
771,Escherichia coli|3.1.3.5|P0A840|AMP,-1.698361885534375,-4.0682223,-1.6277599999999999,0.04077401299999765
772,Escherichia coli|3.1.3.5|P0A840|GMP,-1.74398072041875,-4.0339376,-1.683745,0.11678732999999983
773,Escherichia coli|3.1.3.5|P0A840|dGMP,-1.2818965449315312,-3.4449582,-1.286635,1.0411457999999991
774,Escherichia coli|3.1.3.5|P0A8Y1|4-Nitrophenyl phosphate,1.9028597783437502,-0.65915101,2.001195,3.6658296
775,Escherichia coli|3.1.3.5|P0A8Y1|UMP,-1.5016547394471877,-4.5936059,-1.38705,0.5670779999999983
776,Escherichia coli|3.1.3.5|P0A8Y1|dTMP,-3.24436320490625,-6.327022299999999,-3.1948749999999997,-0.5990441800000018
777,Escherichia coli|3.1.3.5|P0A8Y1|dUMP,-2.4011189989374997,-5.3345056,-2.347785,0.24670103999999776
778,Escherichia coli|3.1.3.5|P76491|4-Nitrophenyl phosphate,0.9876148655450001,-0.90214171,0.945775,2.897485899999999
779,Escherichia coli|3.1.3.5|P76491|dAMP,-2.2804738193840626,-3.9300779,-2.320265,-0.3252482800000024
780,Escherichia coli|3.1.3.5|P76491|dCMP,-3.7010860975,-5.960572900000001,-3.665395,-1.7930730000000032
781,Escherichia coli|3.1.3.5|P76491|dGMP,-1.9327045268606253,-4.0123498,-2.11777,1.2672114999999926
782,Escherichia coli|3.1.3.5|P76491|dIMP,-3.5129861187468747,-5.2546959,-3.60224,-0.8781628500000003
783,Escherichia coli|3.1.3.5|P76491|dTMP,-4.36603061625,-6.3738947,-4.419295,-1.832129900000004
784,Escherichia coli|3.1.3.5|P76491|dUMP,-3.50572657790625,-5.3563428,-3.5986849999999997,-0.8361031300000089
785,Escherichia coli|3.1.3.6|P0A840|Adenosine 3'-phosphate,-2.26212630684375,-4.8377613,-2.264175,0.5815015599999971
786,Escherichia coli|3.1.3.6|P0A840|Cytidine 3'-phosphate,-1.154100753131875,-4.160029,-1.103265,1.4663777999999967
787,Escherichia coli|3.1.4.2|P09394|Glycerophosphocholine,-1.246322685239375,-4.0884098,-1.244285,1.6782408999999998
788,Escherichia coli|3.1.4.2|P09394|Glycerophosphoethanolamine,-1.558050540175,-4.4708328,-1.536625,1.131235399999999
789,Escherichia coli|3.1.4.2|P09394|Glycerophosphoglycerol,-1.12245378543125,-4.202203699999999,-1.06898,1.5275724999999998
790,Escherichia coli|3.1.4.2|P09394|Glycerophosphoserine,-0.7747295829340625,-4.366689,-0.722425,1.9120233999999976
791,Escherichia coli|3.1.4.2|P09394|sn-Glycero-3-phospho-1-inositol,-0.34865156683375,-3.8129089,-0.23279850000000002,1.9378653999999926
792,Escherichia coli|3.1.4.46|P09394|Bis(glycerophospho)-glycerol,-0.7651113865015625,-4.2641759,-0.6734495,1.9651006999999938
793,"Escherichia coli|3.1.4.46|P09394|Cyclic sn-2,3-phosphoglycerol",-0.6255999488740626,-3.9186997999999997,-0.551809,1.9226149999999997
794,Escherichia coli|3.1.4.46|P09394|Glycerophosphoglycerol,-1.6012792465384376,-4.3989028,-1.591765,1.2049139999999987
795,Escherichia coli|3.1.4.46|P09394|sn-Glycero 3-phosphoethanolamine,-1.7089843533328126,-4.8181125,-1.68932,1.0442383999999938
796,Escherichia coli|3.1.4.46|P09394|sn-Glycero-3-phosphocholine,-1.6120021414887498,-4.2786965,-1.62744,1.0380052999999962
797,Escherichia coli|3.1.5.1|P15723|dGTP,-3.9785983307499997,-6.4967369,-4.145075,-0.2223341300000057
798,"Escherichia coli|3.2.1.23|P00722|2,3-Dinitrophenyl-beta-D-galactopyranoside",-1.9195823798156249,-4.920875199999999,-1.90041,0.7813947399999883
799,"Escherichia coli|3.2.1.23|P00722|2,5-Dinitrophenyl-beta-D-galactopyranoside",-1.0705611343645627,-4.3021144,-1.0049299999999999,1.4874101999999931
800,Escherichia coli|3.2.1.23|P00722|2-Nitrophenyl-beta-D-galactopyranoside,-2.0374885982812496,-3.0658585,-2.041455,-0.9631429900000006
801,"Escherichia coli|3.2.1.23|P00722|3,4-Dinitrophenyl-beta-D-galactopyranoside",-1.8899268739593749,-4.8166785,-1.86419,0.9458250199999917
802,Escherichia coli|3.2.1.23|P00722|4-Nitrophenyl-alpha-L-arabinopyranoside,1.578769004034375,-2.9689273,1.843535,3.9311331
803,Escherichia coli|3.2.1.23|P00722|4-Nitrophenyl-beta-D-galactopyranoside,-3.2112563656249993,-3.9421117999999997,-3.2111099999999997,-2.506496300000001
804,Escherichia coli|3.2.1.23|P00722|Allolactose,0.1333782549403125,-1.8364246,0.155189,1.700747999999995
805,Escherichia coli|3.2.1.23|P00722|Lactose,1.1887810646334376,-0.6663619599999999,1.2298049999999998,2.6480701
806,Escherichia coli|3.2.1.23|P00722|o-Nitrophenyl beta-D-galactopyranoside 6-phosphate,-2.11478364784375,-5.0362974,-2.1240699999999997,0.8109849999999907
807,Escherichia coli|3.2.1.23|P00722|o-Nitrophenyl-beta-D-galactopyranoside,-1.506790188625,-3.0616746,-1.496945,-0.02220225400000083
808,Escherichia coli|3.2.1.23|P00722|o-Nitrophenyl-beta-D-galactoside,-1.9781879135031253,-4.816367199999999,-1.987215,0.9802461999999974
809,Escherichia coli|3.2.1.23|P00722|p-Nitrophenyl beta-D-galactopyranoside 6-phosphate,-3.0280751069125005,-5.665718999999999,-3.1079049999999997,0.2960587799999941
810,Escherichia coli|3.2.1.23|P00722|p-Nitrophenyl-beta-D-fucopyranoside,1.738106596521875,-3.7709215,2.0411799999999998,4.325813499999988
811,Escherichia coli|3.2.1.23||2-Nitrophenyl-beta-D-galactopyranoside,-1.8624734439659374,-3.6093629,-1.848505,-0.3038619800000007
812,Escherichia coli|3.2.2.27|P12295|DNA,-6.22897320625,-8.0925159,-6.2475950000000005,-4.169237900000001
813,Escherichia coli|3.2.2.27||DNA,-6.11123173125,-7.8659998,-6.142989999999999,-4.137407100000006
814,Escherichia coli|3.4.19.5|P39377|L-Isoaspartyl-L-leucine,-0.53580856122375,-3.7110301999999997,-0.456159,2.009867499999999
815,Escherichia coli|3.4.21.89|P00803|Peptide,-0.8794152783196876,-4.2767479999999995,-0.819494,1.8787905999999919
816,Escherichia coli|3.5.1.1|P00805|L-Asparagine,-3.7877174183593754,-6.2887748,-3.900725,-0.14486425000000097
817,Escherichia coli|3.5.1.1|P00805|L-Aspartyl-beta-hydroxamate,-3.1360830392968744,-5.5159716,-3.1887299999999996,-0.20684228000001584
818,Escherichia coli|3.5.1.11|P06875|Ampicillin,0.88088919532625,-3.790498,1.11651,3.593133199999996
819,Escherichia coli|3.5.1.11|P06875|Benzylpenicillin,-4.9671648425,-7.3619816,-5.094905000000001,-1.3173216
820,Escherichia coli|3.5.1.11|P06875|Benzylpenicilloic acid,0.16119506321906252,-3.2842198999999996,0.28298199999999996,2.529514699999994
821,Escherichia coli|3.5.1.11|P06875|Cephalexin,0.14494145976359374,-3.7279706,0.29563399999999995,2.466652999999994
822,Escherichia coli|3.5.1.11|P06875|Cephaloridine,-2.228482922896875,-5.1303396,-2.26025,1.2202147999999986
823,Escherichia coli|3.5.1.11|P06875|Cephalothin,-2.9982951285612502,-5.4886086,-3.0421050000000003,0.2487320599999975
824,Escherichia coli|3.5.1.11|P06875|D-(-)-alpha-Aminophenylacetic acid 4-nitroanilide,0.55159783493125,-3.4377128,0.7405755,3.0025119999999945
825,Escherichia coli|3.5.1.11|P06875|Ethyl 2-phenylacetate,-2.932925078525,-5.4494351,-2.96981,0.18933483999999134
826,Escherichia coli|3.5.1.11|P06875|Phenylacetate 4-nitroanilide,-2.302346125315625,-4.9209151,-2.3159400000000003,0.47629262999999783
827,Escherichia coli|3.5.1.11|P06875|Phenylacetyl-7-aminodeacetoxy cephalosporanic acid,-4.19961536425,-6.7138949,-4.32491,-0.0775112120000045
828,Escherichia coli|3.5.1.11|P06875|Phenylacetylglycine,-2.72063832515625,-5.7308191,-2.6581,-0.168121510000001
829,Escherichia coli|3.5.1.11|P06875|p-Nitrophenyl phenylacetate,-3.224140076184375,-5.8269033,-3.2773149999999998,-0.0068255475000024435
830,Escherichia coli|3.5.1.18|P0AED7|Co2+,-4.857881981909375,-7.3404561,-5.05971,-0.426258280000042
831,Escherichia coli|3.5.1.18|P0AED7|N-Succinyl-L-2-aminoheptanedioate,-0.45469169025,-7.3599553,0.058659199999999995,3.4071869999999977
832,"Escherichia coli|3.5.1.18|P0AED7|N-Succinyl-LL-2,6-diaminoheptanedioate",-0.9095156880871875,-2.8147124,-0.9007555,0.9989701399999956
833,Escherichia coli|3.5.1.18|P0AED7|Zn2+,-5.763801334515625,-8.14433,-6.04787,-0.9041100700000024
834,Escherichia coli|3.5.1.25|P0AF18|N-Acetyl-D-glucosamine 6-phosphate,-0.6072522205228126,-3.0461168,-0.546836,1.2490387999999992
835,Escherichia coli|3.5.1.88|P0A6K3|N-Formyl-L-methionine,1.3926606394921874,-2.4894894,1.5547399999999998,3.750989299999999
836,Escherichia coli|3.5.2.3|P05020|L-6-Thiodihydroorotate,-3.79697581028125,-6.183985799999999,-3.890505,-0.6236956700000061
837,Escherichia coli|3.5.2.3|P05020|L-Dihydroorotate,-1.9281415873218755,-5.8074727,-1.7993299999999999,0.690753159999979
838,Escherichia coli|3.5.2.3|P05020|N-Carbamoyl-L-aspartate,0.7146099332931248,-3.9880592,0.9104369999999999,3.2263713999999974
839,Escherichia coli|3.5.2.6|P00811|Cefazolin,-1.101422733830625,-4.079043599999999,-1.054345,1.4859779999999971
840,Escherichia coli|3.5.2.6|P00811|Cefotaxime,-4.446188686453126,-7.2577791,-4.6208100000000005,-0.5631751800000073
841,Escherichia coli|3.5.2.6|P00811|Cefoxitin,-6.12229408040625,-8.8378329,-6.551945,-0.3911277700000051
842,Escherichia coli|3.5.2.6|P00811|Cefuroxime,-3.26421021888625,-8.8892637,-2.96245,1.0979501999999999
843,Escherichia coli|3.5.2.6|P00811|Cephalexin,-5.06372113496875,-7.4335118,-5.18225,-1.6250611000000035
844,Escherichia coli|3.5.2.6|P00811|Cephaloridine,-1.745612797296875,-3.7974634000000003,-1.7537,0.3933381899999998
845,Escherichia coli|3.5.2.6|P00811|Cephalothin,-2.774402335684375,-4.737093600000001,-2.848155,-0.36350851000001155
846,Escherichia coli|3.5.2.6|P13661|Nitrocefin,-4.1563945209375,-5.9099685,-4.246225000000001,-1.7794459000000031
847,Escherichia coli|3.5.2.6|P62593|6-Aminopenicillanic acid,-1.2234592874380623,-4.421827100000001,-1.166955,1.574079199999981
848,Escherichia coli|3.5.2.6|P62593|Amoxicillin,-4.174707833125,-6.3709666,-4.28596,-0.7657160800000036
849,Escherichia coli|3.5.2.6|P62593|Ampicillin,-2.0348630675690624,-4.9299534000000005,-1.986035,0.6538800199999997
850,Escherichia coli|3.5.2.6|P62593|Carbenicillin,-2.265390123665625,-5.331665399999999,-2.284615,0.709095019999999
851,Escherichia coli|3.5.2.6|P62593|Cefotaxime,-3.2116837247500003,-6.6888648,-3.0203800000000003,-0.788944570000012
852,Escherichia coli|3.5.2.6|P62593|Ceftazidime,-1.6467633788125,-4.6873701,-1.62207,1.5144059999999948
853,Escherichia coli|3.5.2.6|P62593|Ceftriaxone,-2.4339985959156247,-5.330211599999999,-2.443105,0.40420494999997847
854,Escherichia coli|3.5.2.6|P62593|Cefuroxime,-2.37288172654375,-8.0074811,-1.886995,0.5400323499999986
855,Escherichia coli|3.5.2.6|P62593|Cephaloridine,-1.7874977158934373,-3.8569406,-1.792065,0.361227799999998
856,Escherichia coli|3.5.2.6|P62593|Cephalothin,-2.32745869171875,-3.7286574999999997,-2.3299700000000003,-0.8861608900000119
857,Escherichia coli|3.5.2.6|P62593|Nitrocefin,-3.0843624319062495,-5.338879,-3.026255,-1.2678445000000018
858,Escherichia coli|3.5.2.6|P62593|Penicillin G,-3.840272236875,-5.4425835000000005,-3.85883,-2.1585698000000066
859,Escherichia coli|3.5.2.6|P62593|Piperacillin,-3.5396732802499997,-6.155405099999999,-3.621455,-0.18562723000000625
860,Escherichia coli|3.5.2.6|P62593|Ticarcillin,-4.72540950064375,-7.1123563,-4.91082,-0.15103666000000793
861,Escherichia coli|3.5.2.6|Q9S169|CENTA,-4.5383990190625,-6.8116646,-4.691255,-0.8354499200000205
862,Escherichia coli|3.5.2.6||Cefdinir,-2.798237356125,-5.425571,-2.85222,0.08725521299999356
863,Escherichia coli|3.5.2.6||Cefpodoxime,-2.1672899077456247,-4.7218979,-2.181475,0.40629492999999994
864,Escherichia coli|3.5.2.6||Furopenem,-1.2068892384275,-4.0871395,-1.15856,1.1544127999999965
865,Escherichia coli|3.5.2.6||Nitrocefin,-3.6136738778125,-5.1246351,-3.641915,-1.9894822000000045
866,Escherichia coli|3.5.2.6||SY55555,-3.134176371375,-5.7582235,-3.2011700000000003,0.14677436999999793
867,Escherichia coli|3.5.4.25|P0A7I7|GTP,-2.9701349687375,-5.5424335000000005,-3.0347999999999997,0.002408371599994707
868,Escherichia coli|3.5.99.6|P0A759|D-Fructose 6-phosphate,0.528744799496875,-1.871494,0.543644,2.6906099999999924
869,Escherichia coli|3.5.99.6|P0A759|D-Glucosamine 6-phosphate,0.981501770728125,-0.98731531,0.9968165,2.5905470999999993
870,Escherichia coli|3.5.99.6|P0A759|NH3,3.19769289140625,0.70992857,3.253375,5.200641999999997
871,Escherichia coli|3.6.4.10|P63284|ATP,-0.2406151459128125,-3.3100316,-0.1547935,2.103992399999996
872,Escherichia coli|4.1.1.11|P0C7I4|L-Aspartate,-1.3691948179453124,-3.921724,-1.408965,1.568286899999999
873,Escherichia coli|4.1.1.19|P21170|L-Arginine,-1.1824847401775,-3.3539271999999998,-1.274365,1.6343386999999996
874,Escherichia coli|4.1.1.19|P21170|Pyridoxal phosphate,-7.5373267375,-10.38422,-7.5349450000000004,-4.708962100000009
875,Escherichia coli|4.1.1.19||2-Norpyridoxal phosphate,-6.2709557383125,-8.938694100000001,-6.71038,-0.6377609100000019
876,Escherichia coli|4.1.1.19||6-Methylpyridoxal phosphate,-5.758303510321875,-8.4785022,-6.102175,-0.7555254500000061
